county,case_number,case_id,case_created_at,case_status,case_decision_date,case_title,municipality,handling_number,handling_id,handling_date,handling_title,sender_recipient,case_kind,direct_supervision,target_organisation_name,target_identifiable,trigger_family,problem_domain,mandatory_action_likelihood,external_purchase_likelihood,metadata_specificity,timing_quality,commercial_relevance,likely_supplier_categories,document_required_for_understanding,supplier_already_engaged,manual_notes
Västra Götaland,31946-2026,5574814,2026-08-05,Avslutat,2026-08-13,Anmälan om driftstörning vattenprovtagning ur funktion i huvudavloppet,Göteborg,31946-2026-1,,2026-08-05,Anmälan om driftstörning vattenprovtagning ur funktion i huvudavloppet,Personuppgift,CONTAMINATED_SITE_SUPERVISION,YES,,NONE,INCIDENT_REPORT,MONITORING_CONTROL,MEDIUM,MEDIUM,SPECIFIC,TIMELY,UNKNOWN,environmental consultants (monitoring programmes); accredited sampling / measurement firms; labs,DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Operator self-report; corrective action usually already handled in-house or via existing service partner.
Västra Götaland,32322-2026,5577581,2026-08-10,Avslutat,2026-08-17,Anmälan om buller och avgaser vid verksamhet på Lidköping/Hovby flygplats i Lidköpings kommun,Handlingar,32322-2026-1,,2026-08-10,Anmälan om buller och avgaser vid verksamhet på Lidköping/Hovby flygplats i Lidköpings kommun,Personuppgift,DIRECT_SUPERVISION,YES,,FACILITY_ONLY,COMPLAINT_RECEIVED,NOISE,LOW,MEDIUM,SPECIFIC,EARLY,UNKNOWN,acoustic consultants; noise abatement suppliers,DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Complaint entry; only becomes a purchase if Länsstyrelsen demands measurements or measures.
Västra Götaland,33436-2026,5585192,2026-08-20,Handläggning,,Tillsynsbesök enligt Sevesolagstiftningen,Handlingar,33436-2026-1,,2026-08-20,Tillsynsbesök enligt Sevesolagstiftningen,Personuppgift,DIRECT_SUPERVISION,YES,,NONE,SUPERVISION_VISIT_SCHEDULED,CHEMICALS_SEVESO,LOW,MEDIUM,GENERIC,EARLY,UNKNOWN,Seveso / process-safety consultants; chemical storage & containment suppliers; fire protection,DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Planned visit; possible pre-visit compliance need but no concrete problem in metadata.
Västra Götaland,33436-2026,5585192,2026-08-20,Handläggning,,Tillsynsbesök enligt Sevesolagstiftningen,Handlingar,33436-2026-2,,2026-08-20,Kallelse till tillsynsbesök,Personuppgift,DIRECT_SUPERVISION,YES,,NONE,SUPERVISION_VISIT_SCHEDULED,CHEMICALS_SEVESO,LOW,MEDIUM,GENERIC,EARLY,UNKNOWN,Seveso / process-safety consultants; chemical storage & containment suppliers; fire protection,DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Planned visit; possible pre-visit compliance need but no concrete problem in metadata.
Västra Götaland,34166-2026,5590560,2026-08-27,Handläggning,,Förslag till kontrollprogram Volvo Cars Torslandaområdet för 2026 Göteborg Kommun,Göteborg,34166-2026-1,,2026-08-27,Förslag till kontrollprogram Volvo Cars Torslandaområdet för 2026 Göteborg Kommun,Personuppgift,DIRECT_SUPERVISION,YES,,NONE,CONTROL_PROGRAMME,MONITORING_CONTROL,MEDIUM,MEDIUM,SPECIFIC,LATE,UNKNOWN,environmental consultants (monitoring programmes); accredited sampling / measurement firms; labs,DOCUMENT_WOULD_IMPROVE,NO,"Rule-based. Control-programme proposal submitted by operator, typically already prepared with consultant."
Västra Götaland,35672-2026,5600864,2026-09-07,Handläggning,,"Anmälan om incident, läckage av smörjolja vid lastning av tankbil",Handlingar,35672-2026-1,,2026-09-07,"Anmälan om incident, läckage av smörjolja vid lastning av tankbil",Personuppgift,ENVIRONMENTAL_INCIDENT,PARTIAL,,NONE,INCIDENT_REPORT,SPILL_LEAK,MEDIUM,MEDIUM,SPECIFIC,TIMELY,UNKNOWN,spill response & remediation contractors; containment equipment; environmental consultants,DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Operator self-report; corrective action usually already handled in-house or via existing service partner.
Västra Götaland,35672-2026,5600864,2026-09-07,Handläggning,,"Anmälan om incident, läckage av smörjolja vid lastning av tankbil",Handlingar,35672-2026-2,,2026-09-07,"Återkoppling på anmälan om incident, läckage av smörjolja vid lastning av tankbil",Personuppgift,ENVIRONMENTAL_INCIDENT,PARTIAL,,NONE,INCIDENT_REPORT,SPILL_LEAK,MEDIUM,MEDIUM,SPECIFIC,TIMELY,UNKNOWN,spill response & remediation contractors; containment equipment; environmental consultants,DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Operator self-report; corrective action usually already handled in-house or via existing service partner.
Västra Götaland,36071-2026,5603474,2026-09-09,Handläggning,,"Anmälan om driftsstörning vid Hovhultsverket, Axelbrott rökgasboosterfläkt, Uddevalla kommun",Uddevalla,36071-2026-1,,2026-09-09,"Anmälan om driftsstörning vid Hovhultsverket, Axelbrott rökgasboosterfläkt, Uddevalla kommun",Personuppgift,ENVIRONMENTAL_INCIDENT,PARTIAL,,FACILITY_ONLY,INCIDENT_REPORT,AIR_EMISSIONS,MEDIUM,MEDIUM,SPECIFIC,TIMELY,UNKNOWN,emission measurement firms (accredited); flue-gas treatment & filter suppliers; process consultants,DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Operator self-report; corrective action usually already handled in-house or via existing service partner.
Västra Götaland,36071-2026,5603474,2026-09-09,Handläggning,,"Anmälan om driftsstörning vid Hovhultsverket, Axelbrott rökgasboosterfläkt, Uddevalla kommun",Uddevalla,36071-2026-2,,2026-09-14,Komplettering av driftsstörning,Personuppgift,ENVIRONMENTAL_INCIDENT,PARTIAL,,FACILITY_ONLY,INCIDENT_REPORT,AIR_EMISSIONS,MEDIUM,LOW,GENERIC,TIMELY,UNKNOWN,emission measurement firms (accredited); flue-gas treatment & filter suppliers; process consultants,DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Operator self-report; corrective action usually already handled in-house or via existing service partner.
Västra Götaland,36083-2026,5603620,2026-09-01,Handläggning,,Förfrågan kring granskning av provtagningsplan,Handlingar,36083-2026-1,,2026-09-01,Förfrågan kring granskning av provtagningsplan,Personuppgift,CONTAMINATED_SITE_SUPERVISION,YES,,NONE,CONTROL_PROGRAMME,MONITORING_CONTROL,MEDIUM,MEDIUM,SPECIFIC,LATE,UNKNOWN,environmental consultants (monitoring programmes); accredited sampling / measurement firms; labs,DOCUMENT_WOULD_IMPROVE,NO,"Rule-based. Control-programme proposal submitted by operator, typically already prepared with consultant."
Västra Götaland,36218-2026,5604580,2026-09-09,Handläggning,,Tillsynsrapport efter tillsynsbesök IED,Handlingar,36218-2026-1,,2026-09-09,Tillsynsrapport efter tillsynsbesök IED,Personuppgift,DIRECT_SUPERVISION,YES,,NONE,INSPECTION_REPORT,GENERAL_SUPERVISION,MEDIUM,MEDIUM,GENERIC,TIMELY,UNKNOWN,environmental consultants (compliance / egenkontroll); EHS software,DOCUMENT_REQUIRED,NO,"Rule-based. Inspection report content (deficiencies, demands) not visible in metadata; document required."
Västra Götaland,36391-2026,5605691,2026-09-10,Handläggning,,Tillsynsbesök enligt Sevesolagstiftningen,Handlingar,36391-2026-2,,2026-09-10,Kallelse med dagordning,Personuppgift,DIRECT_SUPERVISION,YES,,NONE,SUPERVISION_VISIT_SCHEDULED,CHEMICALS_SEVESO,LOW,MEDIUM,GENERIC,EARLY,UNKNOWN,Seveso / process-safety consultants; chemical storage & containment suppliers; fire protection,DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Planned visit; possible pre-visit compliance need but no concrete problem in metadata.
Västra Götaland,37426-2026,5611835,2026-09-15,Handläggning,,"Anmälan om driftsstörning vid Reningsverket Älvängen, Utebliven ekoflock, Ale kommun",Ale,37426-2026-1,,2026-09-15,"Anmälan om driftsstörning vid Reningsverket Älvängen, Utebliven ekoflock, Ale kommun",Personuppgift,ENVIRONMENTAL_INCIDENT,PARTIAL,,FACILITY_ONLY,INCIDENT_REPORT,WASTEWATER,MEDIUM,LOW,SPECIFIC,TIMELY,UNKNOWN,"process/VA engineering consultants; treatment equipment & service (pumps, scrapers, dosing); sampling labs",DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Operator self-report; corrective action usually already handled in-house or via existing service partner.
Västra Götaland,38428-2026,5617949,2026-09-18,Handläggning,,Sevesotillsyn 2026 planerat,Handlingar,38428-2026-1,,2026-09-18,Kallelse med dagordning,Personuppgift,DIRECT_SUPERVISION,YES,,NONE,SUPERVISION_VISIT_SCHEDULED,CHEMICALS_SEVESO,LOW,MEDIUM,GENERIC,EARLY,UNKNOWN,Seveso / process-safety consultants; chemical storage & containment suppliers; fire protection,DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Planned visit; possible pre-visit compliance need but no concrete problem in metadata.
Västra Götaland,38758-2026,5620003,2026-09-21,Avslutat,2026-09-21,Tillsynsrapport efter digitalt möte,Handlingar,38758-2026-2,,2026-09-21,Tillsynsrapport efter digitalt möte,Personuppgift,DIRECT_SUPERVISION,YES,,NONE,INSPECTION_REPORT,GENERAL_SUPERVISION,MEDIUM,MEDIUM,GENERIC,TIMELY,UNKNOWN,environmental consultants (compliance / egenkontroll); EHS software,DOCUMENT_REQUIRED,NO,"Rule-based. Inspection report content (deficiencies, demands) not visible in metadata; document required."
Västra Götaland,38767-2026,5620037,2026-09-21,Handläggning,,"Anmälan om driftsstörning vid Energi- och Miljöcenter Sobacken, explosion vid samrötningen, Borås kommun",Borås,38767-2026-1,,2026-09-21,"Anmälan om driftsstörning vid Energi- och Miljöcenter Sobacken, explosion vid samrötningen, Borås kommun",Personuppgift,ENVIRONMENTAL_INCIDENT,PARTIAL,,FACILITY_ONLY,INCIDENT_REPORT,UNKNOWN,MEDIUM,LOW,SPECIFIC,TIMELY,UNKNOWN,-,DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Operator self-report; corrective action usually already handled in-house or via existing service partner.
Östergötland,11846-2026,5551679,2026-07-01,Avslutat,2026-08-18,"Anmälan om driftstörning, brand i bränsleinmatning Panna 5 Gärstadverket, Linköpings kommun",Linköping,11846-2026-1,,2026-07-01,"Anmälan om driftstörning, brand i bränsleinmatning Panna 5 Gärstadverket, Linköpings kommun",Personuppgift,ENVIRONMENTAL_INCIDENT,PARTIAL,,FACILITY_ONLY,INCIDENT_REPORT,FIRE,MEDIUM,MEDIUM,SPECIFIC,TIMELY,UNKNOWN,fire protection consultants & equipment; insurance-driven remediation,DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Operator self-report; corrective action usually already handled in-house or via existing service partner.
Östergötland,12082-2026,5556416,2026-07-07,Handläggning,,"Anmälan om avhjälpandeåtgärder, OFA-ledning, Oljehamnen, Norrköpings kommun",Norrköping,12082-2026-6,,2026-07-10,Underrättelse om Anmälan om avhjälpandeåtgärder vid Norrköpingshamn AB (1/1),Personuppgift,CONTAMINATED_SITE_SUPERVISION,YES,,FACILITY_ONLY,REMEDIATION_NOTIFIED,CONTAMINATED_LAND,HIGH,HIGH,SPECIFIC,LATE,UNKNOWN,environmental consultants (contaminated land); analytical laboratories; remediation / excavation contractors; environmental law,METADATA_SUFFICIENT,NO,Rule-based. 28 § remediation notification: consultant and contractor already engaged when notified.
Östergötland,12082-2026,5556416,2026-07-07,Handläggning,,"Anmälan om avhjälpandeåtgärder, OFA-ledning, Oljehamnen, Norrköpings kommun",Norrköping,12082-2026-7,,2026-07-07,"Anmälan om avhjälpandeåtgärder, OFA-ledning, Oljehamnen, Norrköpings kommun",Personuppgift,CONTAMINATED_SITE_SUPERVISION,YES,,FACILITY_ONLY,REMEDIATION_NOTIFIED,CONTAMINATED_LAND,HIGH,HIGH,SPECIFIC,LATE,UNKNOWN,environmental consultants (contaminated land); analytical laboratories; remediation / excavation contractors; environmental law,METADATA_SUFFICIENT,NO,Rule-based. 28 § remediation notification: consultant and contractor already engaged when notified.
Östergötland,12082-2026,5556416,2026-07-07,Handläggning,,"Anmälan om avhjälpandeåtgärder, OFA-ledning, Oljehamnen, Norrköpings kommun",Norrköping,12082-2026-9,,2026-07-16,"Beslut - Svar på anmälan om avhjälpandeåtgärder, OFA-ledning, Oljehamnen, Norrköpings kommun",Personuppgift,CONTAMINATED_SITE_SUPERVISION,YES,,FACILITY_ONLY,REMEDIATION_NOTIFIED,CONTAMINATED_LAND,HIGH,HIGH,SPECIFIC,LATE,UNKNOWN,environmental consultants (contaminated land); analytical laboratories; remediation / excavation contractors; environmental law,METADATA_SUFFICIENT,NO,Rule-based. 28 § remediation notification: consultant and contractor already engaged when notified.
Östergötland,12089-2026,5556527,2026-07-07,Handläggning,,Fråga om buller från Norrköpings flygplats,Norrköping,12089-2026-1,,2026-07-07,Fråga om buller från Norrköpings flygplats,Personuppgift,DIRECT_SUPERVISION,YES,,FACILITY_ONLY,COMPLAINT_RECEIVED,NOISE,LOW,MEDIUM,SPECIFIC,EARLY,UNKNOWN,acoustic consultants; noise abatement suppliers,DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Complaint entry; only becomes a purchase if Länsstyrelsen demands measurements or measures.
Östergötland,12160-2026,5557879,2026-07-02,Avslutat,2026-07-15,"Information om anmälan om efterbehandling, kalktäkt i Ljung, Linköpings kommun",Linköping,12160-2026-1,,2026-07-02,"Information om anmälan om efterbehandling, kalktäkt i Ljung, Linköpings kommun",Personuppgift,CONTAMINATED_SITE_SUPERVISION,YES,,NONE,REMEDIATION_NOTIFIED,CONTAMINATED_LAND,HIGH,HIGH,SPECIFIC,LATE,UNKNOWN,environmental consultants (contaminated land); analytical laboratories; remediation / excavation contractors; environmental law,METADATA_SUFFICIENT,NO,Rule-based. 28 § remediation notification: consultant and contractor already engaged when notified.
Östergötland,12209-2026,5559002,2026-07-03,Avslutat,2026-08-11,"Anmälan om PCB sanering av fogmassor, Linköpings kommun",Linköping,12209-2026-1,,2026-07-03,"Anmälan om PCB sanering av fogmassor, Linköpings kommun",Personuppgift,CONTAMINATED_SITE_SUPERVISION,YES,,NONE,REMEDIATION_NOTIFIED,CONTAMINATED_LAND,HIGH,HIGH,SPECIFIC,LATE,UNKNOWN,environmental consultants (contaminated land); analytical laboratories; remediation / excavation contractors; environmental law,METADATA_SUFFICIENT,NO,Rule-based. 28 § remediation notification: consultant and contractor already engaged when notified.
Östergötland,12643-2026,5567403,2026-07-22,Avslutat,2026-08-31,Planerat tillsynsbesök,Vadstena,12643-2026-2,,2026-08-31,Tillsynsrapport efter tillsynsbesök,Personuppgift,DIRECT_SUPERVISION,YES,,NONE,INSPECTION_REPORT,GENERAL_SUPERVISION,MEDIUM,MEDIUM,GENERIC,TIMELY,UNKNOWN,environmental consultants (compliance / egenkontroll); EHS software,DOCUMENT_REQUIRED,NO,"Rule-based. Inspection report content (deficiencies, demands) not visible in metadata; document required."
Östergötland,13247-2026,5576756,2026-08-10,Avslutat,2026-09-04,"Planerad tillsyn enligt Sevesolagstiftningen, Circle K",Norrköping,13247-2026-2,,2026-08-25,Meddelande om dagordning,Personuppgift,DIRECT_SUPERVISION,YES,,NONE,SUPERVISION_VISIT_SCHEDULED,CHEMICALS_SEVESO,LOW,MEDIUM,GENERIC,EARLY,UNKNOWN,Seveso / process-safety consultants; chemical storage & containment suppliers; fire protection,DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Planned visit; possible pre-visit compliance need but no concrete problem in metadata.
Östergötland,13247-2026,5576756,2026-08-10,Avslutat,2026-09-04,"Planerad tillsyn enligt Sevesolagstiftningen, Circle K",Norrköping,13247-2026-3,,2026-09-04,Tillsynsrapport efter tillsynsbesök,Personuppgift,DIRECT_SUPERVISION,YES,,NONE,INSPECTION_REPORT,CHEMICALS_SEVESO,MEDIUM,MEDIUM,GENERIC,TIMELY,UNKNOWN,Seveso / process-safety consultants; chemical storage & containment suppliers; fire protection,DOCUMENT_REQUIRED,NO,"Rule-based. Inspection report content (deficiencies, demands) not visible in metadata; document required."
Östergötland,13718-2026,5584318,2026-08-20,Avslutat,2026-09-18,"Planerat tillsynsbesök på Slottshagens avloppsreningsverk, Norrköpings kommun",Handlingar,13718-2026-2,,2026-09-17,"Rapport från miljötillsyn av Slottshagens ARV, Norrköpings kommun",Personuppgift,DIRECT_SUPERVISION,YES,,FACILITY_ONLY,INSPECTION_REPORT,WASTEWATER,MEDIUM,MEDIUM,GENERIC,TIMELY,UNKNOWN,"process/VA engineering consultants; treatment equipment & service (pumps, scrapers, dosing); sampling labs",DOCUMENT_REQUIRED,NO,"Rule-based. Inspection report content (deficiencies, demands) not visible in metadata; document required."
Östergötland,13725-2026,5584396,2026-08-20,Avslutat,2026-08-20,Meddelande om kontrollprogram,Handlingar,13725-2026-2,,2026-08-20,Kopia av NCC_s kontrollprogram gällande täkten Dala och Björkeskog (1/1),Personuppgift,DIRECT_SUPERVISION,YES,,NONE,CONTROL_PROGRAMME,MONITORING_CONTROL,MEDIUM,MEDIUM,SPECIFIC,LATE,UNKNOWN,environmental consultants (monitoring programmes); accredited sampling / measurement firms; labs,DOCUMENT_WOULD_IMPROVE,NO,"Rule-based. Control-programme proposal submitted by operator, typically already prepared with consultant."
Östergötland,13725-2026,5584396,2026-08-20,Avslutat,2026-08-20,Meddelande om kontrollprogram,Handlingar,13725-2026-3,,2026-08-20,Re_ Kopia av NCC_s kontrollprogram gällande täkten Dala och Björkeskog (1/1),Personuppgift,DIRECT_SUPERVISION,YES,,NONE,CONTROL_PROGRAMME,MONITORING_CONTROL,MEDIUM,MEDIUM,SPECIFIC,LATE,UNKNOWN,environmental consultants (monitoring programmes); accredited sampling / measurement firms; labs,DOCUMENT_WOULD_IMPROVE,NO,"Rule-based. Control-programme proposal submitted by operator, typically already prepared with consultant."
Östergötland,13726-2026,5584406,2026-08-19,Avslutat,2026-08-28,"Information om förorenade områden, Ödeshögs kommun",Handlingar,13726-2026-1,,2026-08-19,"Anmälan om avhjälpandeåtgärder avseende sanering av oljeförorening, Ödeshögs kommun",Personuppgift,CONTAMINATED_SITE_SUPERVISION,YES,,NONE,REMEDIATION_NOTIFIED,CONTAMINATED_LAND,HIGH,HIGH,SPECIFIC,LATE,UNKNOWN,environmental consultants (contaminated land); analytical laboratories; remediation / excavation contractors; environmental law,METADATA_SUFFICIENT,NO,Rule-based. 28 § remediation notification: consultant and contractor already engaged when notified.
Östergötland,13807-2026,5586015,2026-08-12,Handläggning,,Redovisning av åtgärd och efterkontroll av Valdemarsviken,Handlingar,13807-2026-1,,2026-08-12,Begäran om komplettering av slutredovisning,Personuppgift,DIRECT_SUPERVISION,YES,,NONE,INFORMATION_REQUEST,UNKNOWN,MEDIUM,LOW,GENERIC,TIMELY,UNKNOWN,-,DOCUMENT_REQUIRED,NO,Rule-based. Request for supplementary information; content unknown.
Östergötland,14019-2026,5589316,2026-08-26,Handläggning,,"Anmälan om driftsstörning vid Fiskeby bruk, Mätbortfall Opsis, Norrköping kommun",Norrköping,14019-2026-1,,2026-08-26,"Anmälan om driftsstörning vid Fiskeby bruk, Mätbortfall Opsis, Norrköping kommun",Personuppgift,ENVIRONMENTAL_INCIDENT,PARTIAL,,FACILITY_ONLY,INCIDENT_REPORT,UNKNOWN,MEDIUM,LOW,SPECIFIC,TIMELY,UNKNOWN,-,DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Operator self-report; corrective action usually already handled in-house or via existing service partner.
Östergötland,14148-2026,5591466,2026-08-28,Avslutat,2026-09-21,"Planerad tillsyn enligt miljöbalken, Lantmännen Biorefineries",Norrköping,14148-2026-5,,2026-09-09,Tjänsteanteckning vid besiktning/tillsyn,Personuppgift,DIRECT_SUPERVISION,YES,,NONE,INSPECTION_REPORT,GENERAL_SUPERVISION,MEDIUM,MEDIUM,GENERIC,TIMELY,UNKNOWN,environmental consultants (compliance / egenkontroll); EHS software,DOCUMENT_REQUIRED,NO,"Rule-based. Inspection report content (deficiencies, demands) not visible in metadata; document required."
