source_process,document_type,case_number,case_title,case_status,document_number,document_date,organisation_name,organisation_number,workplace_name,workplace_cfar,county,municipality,deficiency_family,specificity,deficiency_detail,required_action,purchase_type,supplier_category,incumbent_risk,purchase_value,timing,metadata_sufficiency,earliest_public_title,earliest_public_date,days_before_sanction,inspection_message_before,chronology_sampled
6.1 Bedriva inspektion,6.1-55 Beslut om slutligt omedelbart förbud,2025/064034,Inspektion - Omedelbart förbud 20251015 - Fallrisk - Ljungadalsgatan 2,Avslutat,2025/064034-1,2025-10-15,TAKREKOND SYD AB,5565352415,TAKREKOND SYD AB,36297539,,,FALL_RISK_PROHIBITION,SPECIFIC_BUT_AMBIGUOUS,fallrisk,Stop the prohibited work until the hazard is removed,EQUIPMENT_OR_METHOD,Fall protection / scaffolding / lift rental,MEDIUM,MEDIUM,TIMELY,DOCUMENT_HELPFUL,Inspektion - Omedelbart förbud 20251015 - Fallrisk - Ljungadalsgatan 2,2025-10-15,,,NO
6.1 Bedriva inspektion,6.1-55 Beslut om slutligt omedelbart förbud,2025/064149,"Inspektion - Omedelbart förbud 20251015 - Fallrisk - Fridlevstad 259, 37335 Fridlevstad",Avslutat,2025/064149-1,2025-10-15,SVEN OLSSONS PLÅTSLAGERI AB,5565184537,SVEN OLSSONS PLÅTSLAGERI AB,33823626,,,FALL_RISK_PROHIBITION,SPECIFIC_BUT_AMBIGUOUS,fallrisk,Stop the prohibited work until the hazard is removed,EQUIPMENT_OR_METHOD,Fall protection / scaffolding / lift rental,MEDIUM,MEDIUM,TIMELY,DOCUMENT_HELPFUL,"Inspektion - Omedelbart förbud 20251015 - Fallrisk - Fridlevstad 259, 37335 Fridlevstad",2025-10-15,,,NO
6.1 Bedriva inspektion,6.1-55 Beslut om slutligt omedelbart förbud,2025/064182,"Inspektion - Omedelbart förbud 20251015 - Fallrisk - Årdalavägen 83, Älvsjö",Avslutat,2025/064182-1,2025-10-15,U ROSSETTI FÖRVALTNING AB,5566663471,U ROSSETTI FÖRVALTNING AB,43274471,,,FALL_RISK_PROHIBITION,SPECIFIC_BUT_AMBIGUOUS,fallrisk,Stop the prohibited work until the hazard is removed,EQUIPMENT_OR_METHOD,Fall protection / scaffolding / lift rental,MEDIUM,MEDIUM,TIMELY,DOCUMENT_HELPFUL,"Inspektion - Omedelbart förbud 20251015 - Fallrisk - Årdalavägen 83, Älvsjö",2025-10-15,,,NO
6.1 Bedriva inspektion,6.1-55 Beslut om slutligt omedelbart förbud,2025/064194,"Inspektion - Omedelbart förbud 20251015 - Fallrisk - Ringenäsvägen 11, Halmstad",Avslutat,2025/064194-1,2025-10-15,JAN LUNDGREN BYGG AB,5567779078,JAN LUNDGREN BYGG AB,47500319,,,FALL_RISK_PROHIBITION,SPECIFIC_BUT_AMBIGUOUS,fallrisk,Stop the prohibited work until the hazard is removed,EQUIPMENT_OR_METHOD,Fall protection / scaffolding / lift rental,MEDIUM,MEDIUM,TIMELY,DOCUMENT_HELPFUL,"Inspektion - Omedelbart förbud 20251015 - Fallrisk - Ringenäsvägen 11, Halmstad",2025-10-15,,,NO
6.1 Bedriva inspektion,6.1-55 Beslut om slutligt omedelbart förbud,2025/062021,Inspektion inom Unga i arbetslivet,Avslutat,2025/062021-6,2025-10-16,SURAHAMMARS HERRGÅRD FASTIGHETS AB,5567878516,SURAHAMMARS HERRGÅRD FASTIGHETS AB,61547030,,,PROHIBITION_UNTYPED,GENERIC,,Stop the prohibited work until the hazard is removed,EQUIPMENT_OR_METHOD,-,MEDIUM,MEDIUM,TIMELY,DOCUMENT_HELPFUL,Inspektion inom Unga i arbetslivet,2025-10-16,,,NO
6.1 Bedriva inspektion,6.1-55 Beslut om slutligt omedelbart förbud,2025/064464,Inspektion inom Ett tryggt arbetsliv Fall kopplat till arbetsutrustning/ställningar/hissar,Avslutat,2025/064464-1,2025-10-16,SOLOBYGG I ÄNGELHOLM AB,5567049589,SOLOBYGG I ÄNGELHOLM AB,44983849,,,PROHIBITION_UNTYPED,GENERIC,,Stop the prohibited work until the hazard is removed,EQUIPMENT_OR_METHOD,-,MEDIUM,MEDIUM,TIMELY,DOCUMENT_HELPFUL,Inspektion inom Ett tryggt arbetsliv Fall kopplat till arbetsutrustning/ställningar/hissar,2025-10-16,,,NO
6.1 Bedriva inspektion,6.1-55 Beslut om slutligt omedelbart förbud,2025/064470,"Inspektion - Omedelbart förbud 20251016 - Fallrisk - Storsand 24, Harads",Avslutat,2025/064470-1,2025-10-16,,,Saknas,67475467,,,FALL_RISK_PROHIBITION,SPECIFIC_BUT_AMBIGUOUS,fallrisk,Stop the prohibited work until the hazard is removed,EQUIPMENT_OR_METHOD,Fall protection / scaffolding / lift rental,MEDIUM,MEDIUM,TIMELY,DOCUMENT_HELPFUL,"Inspektion - Omedelbart förbud 20251016 - Fallrisk - Storsand 24, Harads",2025-10-16,,,NO
6.1 Bedriva inspektion,6.1-55 Beslut om slutligt omedelbart förbud,2025/064532,"Inspektion - Omedelbart förbud 20251016 - Fallrisk - Talvatisgatan 37-39, Jokkmokk",Avslutat,2025/064532-1,2025-10-16,,,Saknas,51445138,,,FALL_RISK_PROHIBITION,SPECIFIC_BUT_AMBIGUOUS,fallrisk,Stop the prohibited work until the hazard is removed,EQUIPMENT_OR_METHOD,Fall protection / scaffolding / lift rental,MEDIUM,MEDIUM,TIMELY,DOCUMENT_HELPFUL,"Inspektion - Omedelbart förbud 20251016 - Fallrisk - Talvatisgatan 37-39, Jokkmokk",2025-10-16,,,NO
6.1 Bedriva inspektion,6.1-55 Beslut om slutligt omedelbart förbud,2025/064598,Inspektion inom Ett tryggt arbetsliv Fall kopplat till arbetsutrustning/ställningar/hissar,Avslutat,2025/064598-1,2025-10-16,RAMLÖSA TAK OCH FASAD AB,5591487797,RAMLÖSA TAK OCH FASAD AB,59321844,,,PROHIBITION_UNTYPED,GENERIC,,Stop the prohibited work until the hazard is removed,EQUIPMENT_OR_METHOD,-,MEDIUM,MEDIUM,TIMELY,DOCUMENT_HELPFUL,Inspektion inom Ett tryggt arbetsliv Fall kopplat till arbetsutrustning/ställningar/hissar,2025-10-16,,,NO
6.1 Bedriva inspektion,6.1-55 Beslut om slutligt omedelbart förbud,2025/064599,Inspektion - Omedelbart förbud 20251016 - Fallrisk - Basaltgatan 15 Helsingborg,Avslutat,2025/064599-1,2025-10-16,LANI ELTJÄNST AB,5565192969,LANI ELTJÄNST AB,33742735,,,FALL_RISK_PROHIBITION,SPECIFIC_BUT_AMBIGUOUS,fallrisk,Stop the prohibited work until the hazard is removed,EQUIPMENT_OR_METHOD,Fall protection / scaffolding / lift rental,MEDIUM,MEDIUM,TIMELY,DOCUMENT_HELPFUL,Inspektion - Omedelbart förbud 20251016 - Fallrisk - Basaltgatan 15 Helsingborg,2025-10-16,,,NO
6.1 Bedriva inspektion,6.1-55 Beslut om slutligt omedelbart förbud,2025/064668,Inspektion - Omedelbart förbud 20251016 - Fallrisk - Ångloksvägen 11,Pågående,2025/064668-1,2025-10-16,,,Saknas,71875033,,,FALL_RISK_PROHIBITION,SPECIFIC_BUT_AMBIGUOUS,fallrisk,Stop the prohibited work until the hazard is removed,EQUIPMENT_OR_METHOD,Fall protection / scaffolding / lift rental,MEDIUM,MEDIUM,TIMELY,DOCUMENT_HELPFUL,Inspektion - Omedelbart förbud 20251016 - Fallrisk - Ångloksvägen 11,2025-10-16,,,NO
6.1 Bedriva inspektion,6.1-55 Beslut om slutligt omedelbart förbud,2025/064694,Inspektion inom Löpande tillsyn,Avslutat,2025/064694-2,2025-10-16,BYÅKERFASTIGHETER 1:27 MFL I HÄRNÖSAND AB,5591497234,BYÅKERFASTIGHETER 1:27 MFL I HÄRNÖSAND AB,59682302,,,PROHIBITION_UNTYPED,GENERIC,,Stop the prohibited work until the hazard is removed,EQUIPMENT_OR_METHOD,-,MEDIUM,MEDIUM,TIMELY,DOCUMENT_HELPFUL,Inspektion inom Löpande tillsyn,2025-10-16,,,NO
6.1 Bedriva inspektion,6.1-55 Beslut om slutligt omedelbart förbud,2025/064701,Inspektion inom Löpande tillsyn,Avslutat,2025/064701-2,2025-10-16,Z-KON AB,5593887465,Z-KON AB,69200855,,,PROHIBITION_UNTYPED,GENERIC,,Stop the prohibited work until the hazard is removed,EQUIPMENT_OR_METHOD,-,MEDIUM,MEDIUM,TIMELY,DOCUMENT_HELPFUL,Inspektion inom Löpande tillsyn,2025-10-16,,,NO
6.1 Bedriva inspektion,6.1-55 Beslut om slutligt omedelbart förbud,2025/064159,Inspektion inom Löpande tillsyn,Avslutat,2025/064159-2,2025-10-17,VIMED TAK & BYGG AB,5565634309,VIMED TAK & BYGG AB,37915477,,,PROHIBITION_UNTYPED,GENERIC,,Stop the prohibited work until the hazard is removed,EQUIPMENT_OR_METHOD,-,MEDIUM,MEDIUM,TIMELY,DOCUMENT_HELPFUL,Inspektion inom Löpande tillsyn,2025-10-17,,,NO
6.1 Bedriva inspektion,6.1-55 Beslut om slutligt omedelbart förbud,2025/062862,Inspektion - Omedelbart förbud 20251009 - Fallrisk - Idre 42:6,Avslutat,2025/062862-4,2025-10-20,BEST ENTREPRENAD I ÖREBRO AB,5568097397,BEST ENTREPRENAD I ÖREBRO AB,46555033,,,FALL_RISK_PROHIBITION,SPECIFIC_BUT_AMBIGUOUS,fallrisk,Stop the prohibited work until the hazard is removed,EQUIPMENT_OR_METHOD,Fall protection / scaffolding / lift rental,MEDIUM,MEDIUM,TIMELY,DOCUMENT_HELPFUL,Inspektion - Omedelbart förbud 20251009 - Fallrisk - Idre 42:6,2025-10-20,,,NO
6.1 Bedriva inspektion,6.1-55 Beslut om slutligt omedelbart förbud,2025/065545,"Inspektion - Omedelbart förbud 20251021 - Fallrisk - Källbogatan 69, Piteå",Avslutat,2025/065545-1,2025-10-21,SKYLTTEKNIK NORDIC AB,5566183421,SKYLTTEKNIK NORDIC AB,42402644,,,FALL_RISK_PROHIBITION,SPECIFIC_BUT_AMBIGUOUS,fallrisk,Stop the prohibited work until the hazard is removed,EQUIPMENT_OR_METHOD,Fall protection / scaffolding / lift rental,MEDIUM,MEDIUM,TIMELY,DOCUMENT_HELPFUL,"Inspektion - Omedelbart förbud 20251021 - Fallrisk - Källbogatan 69, Piteå",2025-10-21,,,NO
6.1 Bedriva inspektion,6.1-55 Beslut om slutligt omedelbart förbud,2025/065636,Inspektion - Omedelbart förbud 20251021 - Fallrisk - Söderängsvägen 7c Sollentuna,Avslutat,2025/065636-1,2025-10-21,PD BYGG & SNICKERI AB,5594316639,PD BYGG & SNICKERI AB,70244454,,,FALL_RISK_PROHIBITION,SPECIFIC_BUT_AMBIGUOUS,fallrisk,Stop the prohibited work until the hazard is removed,EQUIPMENT_OR_METHOD,Fall protection / scaffolding / lift rental,MEDIUM,MEDIUM,TIMELY,DOCUMENT_HELPFUL,Inspektion - Omedelbart förbud 20251021 - Fallrisk - Söderängsvägen 7c Sollentuna,2025-10-21,,,NO
6.1 Bedriva inspektion,6.1-55 Beslut om slutligt omedelbart förbud,2025/065654,"Inspektion - Omedelbart förbud 20251021 - Fallrisk - Byggarbetsplats Spindelvägen 3, Huskvarna",Avslutat,2025/065654-1,2025-10-21,STENHUSKOMPANIET SVERIGE AB,5569595886,STENHUSKOMPANIET SVERIGE AB,54195243,,,FALL_RISK_PROHIBITION,SPECIFIC_BUT_AMBIGUOUS,fallrisk,Stop the prohibited work until the hazard is removed,EQUIPMENT_OR_METHOD,Fall protection / scaffolding / lift rental,MEDIUM,MEDIUM,TIMELY,DOCUMENT_HELPFUL,"Inspektion - Omedelbart förbud 20251021 - Fallrisk - Byggarbetsplats Spindelvägen 3, Huskvarna",2025-10-21,,,NO
6.1 Bedriva inspektion,6.1-55 Beslut om slutligt omedelbart förbud,2025/065741,Inspektion - Omedelbart förbud 20251021 - Fallrisk - Storforsvägen 74 a och b,Avslutat,2025/065741-1,2025-10-21,SUN4ENERGY NORD AB,5593552481,SUN4ENERGY NORD AB,68460245,,,FALL_RISK_PROHIBITION,SPECIFIC_BUT_AMBIGUOUS,fallrisk,Stop the prohibited work until the hazard is removed,EQUIPMENT_OR_METHOD,Fall protection / scaffolding / lift rental,MEDIUM,MEDIUM,TIMELY,DOCUMENT_HELPFUL,Inspektion - Omedelbart förbud 20251021 - Fallrisk - Storforsvägen 74 a och b,2025-10-21,,,NO
6.1 Bedriva inspektion,6.1-55 Beslut om slutligt omedelbart förbud,2025/065987,"Inspektion - Omedelbart förbud 20251022 - Fallrisk - Sehlstedtsgatan 16, Helsin",Avslutat,2025/065987-1,2025-10-22,HELSINGBORGS BYGGPLÅT AB,5567227532,HELSINGBORGS BYGGPLÅT AB,43917111,,,FALL_RISK_PROHIBITION,SPECIFIC_BUT_AMBIGUOUS,fallrisk,Stop the prohibited work until the hazard is removed,EQUIPMENT_OR_METHOD,Fall protection / scaffolding / lift rental,MEDIUM,MEDIUM,TIMELY,DOCUMENT_HELPFUL,"Inspektion - Omedelbart förbud 20251022 - Fallrisk - Sehlstedtsgatan 16, Helsin",2025-10-22,,,NO
6.1 Bedriva inspektion,6.1-55 Beslut om slutligt omedelbart förbud,2025/066002,Inspektion inom Löpande tillsyn,Avslutat,2025/066002-2,2025-10-22,LK VISION AB,5567361091,LK VISION AB,46186862,,,PROHIBITION_UNTYPED,GENERIC,,Stop the prohibited work until the hazard is removed,EQUIPMENT_OR_METHOD,-,MEDIUM,MEDIUM,TIMELY,DOCUMENT_HELPFUL,Inspektion inom Löpande tillsyn,2025-10-22,,,NO
6.1 Bedriva inspektion,6.1-55 Beslut om slutligt omedelbart förbud,2025/066052,"Inspektion - Omedelbart förbud 20251022 - Fallrisk - Rotorgatan 2/ Karlsdals Allen 16b, Örebro",Avslutat,2025/066052-1,2025-10-22,HD MONTAGE I SVERIGE AB,5594512773,HD MONTAGE I SVERIGE AB,70778220,,,FALL_RISK_PROHIBITION,SPECIFIC_BUT_AMBIGUOUS,fallrisk,Stop the prohibited work until the hazard is removed,EQUIPMENT_OR_METHOD,Fall protection / scaffolding / lift rental,MEDIUM,MEDIUM,TIMELY,DOCUMENT_HELPFUL,"Inspektion - Omedelbart förbud 20251022 - Fallrisk - Rotorgatan 2/ Karlsdals Allen 16b, Örebro",2025-10-22,,,NO
6.1 Bedriva inspektion,6.1-55 Beslut om slutligt omedelbart förbud,2025/066074,"Inspektion - Omedelbart förbud 20251022 - Fallrisk - Wachtmeisters väg 16, Helsingborg",Avslutat,2025/066074-1,2025-10-22,ÄNGELHOLMS PLÅTSLAGERI AB,5568557051,ÄNGELHOLMS PLÅTSLAGERI AB,51271344,,,FALL_RISK_PROHIBITION,SPECIFIC_BUT_AMBIGUOUS,fallrisk,Stop the prohibited work until the hazard is removed,EQUIPMENT_OR_METHOD,Fall protection / scaffolding / lift rental,MEDIUM,MEDIUM,TIMELY,DOCUMENT_HELPFUL,"Inspektion - Omedelbart förbud 20251022 - Fallrisk - Wachtmeisters väg 16, Helsingborg",2025-10-22,,,NO
6.1 Bedriva inspektion,6.1-55 Beslut om slutligt omedelbart förbud,2025/066091,"Inspektion - Omedelbart förbud 20251022 - Arbetsutrustning - BRANDTORNSVÄGEN 1, PÅSKALLAVIK",Avslutat,2025/066091-1,2025-10-22,DR COSMETICS AB,5592427511,DR COSMETICS AB,65647406,,,WORK_EQUIPMENT_PROHIBITION,SPECIFIC_BUT_AMBIGUOUS,arbetsutrustning,Stop the prohibited work until the hazard is removed,EQUIPMENT_OR_METHOD,Machine safety / equipment service,MEDIUM,MEDIUM,TIMELY,DOCUMENT_HELPFUL,"Inspektion - Omedelbart förbud 20251022 - Arbetsutrustning - BRANDTORNSVÄGEN 1, PÅSKALLAVIK",2025-10-22,,,NO
6.1 Bedriva inspektion,6.1-55 Beslut om slutligt omedelbart förbud,2025/066108,"Inspektion - Omedelbart förbud 20251022 - Fallrisk - BLÅKLOCKEGATAN 19, SKURUP",Avslutat,2025/066108-1,2025-10-22,TEKOBYGG AB,5591858120,TEKOBYGG AB,60433174,,,FALL_RISK_PROHIBITION,SPECIFIC_BUT_AMBIGUOUS,fallrisk,Stop the prohibited work until the hazard is removed,EQUIPMENT_OR_METHOD,Fall protection / scaffolding / lift rental,MEDIUM,MEDIUM,TIMELY,DOCUMENT_HELPFUL,"Inspektion - Omedelbart förbud 20251022 - Fallrisk - BLÅKLOCKEGATAN 19, SKURUP",2025-10-22,,,NO
6.1 Bedriva inspektion,6.1-55 Beslut om slutligt omedelbart förbud,2025/066340,Inspektion inom Myndighetsgemensamma kontroller,Avslutat,2025/066340-6,2025-10-23,BOSTADSAKTIEBOLAGET POSEIDON,5561203398,DISTRIKT CENTRUM,20688982,,,PROHIBITION_UNTYPED,GENERIC,,Stop the prohibited work until the hazard is removed,EQUIPMENT_OR_METHOD,-,MEDIUM,MEDIUM,TIMELY,DOCUMENT_HELPFUL,Inspektion inom Myndighetsgemensamma kontroller,2025-10-23,,,NO
6.1 Bedriva inspektion,6.1-55 Beslut om slutligt omedelbart förbud,2025/066353,"Inspektion - Omedelbart förbud 20251023 - Fallrisk - Tängvattnet 225, Hemavan",Avslutat,2025/066353-1,2025-10-23,,,Saknas,,,,FALL_RISK_PROHIBITION,SPECIFIC_BUT_AMBIGUOUS,fallrisk,Stop the prohibited work until the hazard is removed,EQUIPMENT_OR_METHOD,Fall protection / scaffolding / lift rental,MEDIUM,MEDIUM,TIMELY,DOCUMENT_HELPFUL,"Inspektion - Omedelbart förbud 20251023 - Fallrisk - Tängvattnet 225, Hemavan",2025-10-23,,,NO
6.1 Bedriva inspektion,6.1-55 Beslut om slutligt omedelbart förbud,2025/066379,"Inspektion - Omedelbart förbud 20251023 - Fallrisk - Malmgatan 18, 60223 Norrköping",Avslutat,2025/066379-1,2025-10-23,GT STEEL CONSTRUCTION AB,5563935039,GT STEEL CONSTRUCTION AB,29130218,,,FALL_RISK_PROHIBITION,SPECIFIC_BUT_AMBIGUOUS,fallrisk,Stop the prohibited work until the hazard is removed,EQUIPMENT_OR_METHOD,Fall protection / scaffolding / lift rental,MEDIUM,MEDIUM,TIMELY,DOCUMENT_HELPFUL,"Inspektion - Omedelbart förbud 20251023 - Fallrisk - Malmgatan 18, 60223 Norrköping",2025-10-23,,,NO
6.1 Bedriva inspektion,6.1-55 Beslut om slutligt omedelbart förbud,2025/066516,Inspektion - Omedelbart förbud 20251023 - Fallrisk - Hällkistevägen 11 Halmstad,Avslutat,2025/066516-1,2025-10-23,JONAS & NICLAS TAK AB,5591912323,JONAS & NICLAS TAK AB,60623501,,,FALL_RISK_PROHIBITION,SPECIFIC_BUT_AMBIGUOUS,fallrisk,Stop the prohibited work until the hazard is removed,EQUIPMENT_OR_METHOD,Fall protection / scaffolding / lift rental,MEDIUM,MEDIUM,TIMELY,DOCUMENT_HELPFUL,Inspektion - Omedelbart förbud 20251023 - Fallrisk - Hällkistevägen 11 Halmstad,2025-10-23,,,NO
6.1 Bedriva inspektion,6.1-55 Beslut om slutligt omedelbart förbud,2025/066586,"Inspektion - Omedelbart förbud 20251023 - Fallrisk - Möjavägen, Enebyberg",Avslutat,2025/066586-1,2025-10-23,QI CONSTRUCTION AB,5565217352,QI CONSTRUCTION AB,39277694,,,FALL_RISK_PROHIBITION,SPECIFIC_BUT_AMBIGUOUS,fallrisk,Stop the prohibited work until the hazard is removed,EQUIPMENT_OR_METHOD,Fall protection / scaffolding / lift rental,MEDIUM,MEDIUM,TIMELY,DOCUMENT_HELPFUL,"Inspektion - Omedelbart förbud 20251023 - Fallrisk - Möjavägen, Enebyberg",2025-10-23,,,NO
6.1 Bedriva inspektion,6.1-55 Beslut om slutligt omedelbart förbud,2025/066135,Omedelbart förbud 20251022 - ställning/rasrisk - Joesjö 1:282,Avslutat,2025/066135-1,2025-10-24,LIVOLO BYGG AB,5593232720,LIVOLO BYGG AB,67703553,,,OTHER_PROHIBITION,SPECIFIC_BUT_AMBIGUOUS,ställning/rasrisk,Stop the prohibited work until the hazard is removed,EQUIPMENT_OR_METHOD,-,MEDIUM,MEDIUM,TIMELY,DOCUMENT_HELPFUL,Omedelbart förbud 20251022 - ställning/rasrisk - Joesjö 1:282,2025-10-24,,,NO
6.1 Bedriva inspektion,6.1-55 Beslut om slutligt omedelbart förbud,2025/066892,"Inspektion - Omedelbart förbud 20251024 - Fallrisk - Gamla Nissastigen 97, Oskarström",Avslutat,2025/066892-1,2025-10-24,,,Saknas,55153704,,,FALL_RISK_PROHIBITION,SPECIFIC_BUT_AMBIGUOUS,fallrisk,Stop the prohibited work until the hazard is removed,EQUIPMENT_OR_METHOD,Fall protection / scaffolding / lift rental,MEDIUM,MEDIUM,TIMELY,DOCUMENT_HELPFUL,"Inspektion - Omedelbart förbud 20251024 - Fallrisk - Gamla Nissastigen 97, Oskarström",2025-10-24,,,NO
6.1 Bedriva inspektion,6.1-55 Beslut om slutligt omedelbart förbud,2025/066966,"Inspektion - Omedelbart förbud 20251025 - Arbetsutrustning - GRUVPLAN 39, KARLSTAD",Avslutat,2025/066966-1,2025-10-25,AGNETA DAHLIN AB,5569869943,AGNETA DAHLIN AB,55166243,,,WORK_EQUIPMENT_PROHIBITION,SPECIFIC_BUT_AMBIGUOUS,arbetsutrustning,Stop the prohibited work until the hazard is removed,EQUIPMENT_OR_METHOD,Machine safety / equipment service,MEDIUM,MEDIUM,TIMELY,DOCUMENT_HELPFUL,"Inspektion - Omedelbart förbud 20251025 - Arbetsutrustning - GRUVPLAN 39, KARLSTAD",2025-10-25,,,NO
6.1 Bedriva inspektion,6.1-55 Beslut om slutligt omedelbart förbud,2025/066967,"Inspektion - Omedelbart förbud 20251025 - Arbetsutrustning - ÄLVDALSGATAN 4 A, KARLSTAD",Avslutat,2025/066967-1,2025-10-25,NOASON AB,5569656498,NOASON AB,54404587,,,WORK_EQUIPMENT_PROHIBITION,SPECIFIC_BUT_AMBIGUOUS,arbetsutrustning,Stop the prohibited work until the hazard is removed,EQUIPMENT_OR_METHOD,Machine safety / equipment service,MEDIUM,MEDIUM,TIMELY,DOCUMENT_HELPFUL,"Inspektion - Omedelbart förbud 20251025 - Arbetsutrustning - ÄLVDALSGATAN 4 A, KARLSTAD",2025-10-25,,,NO
6.1 Bedriva inspektion,6.1-55 Beslut om slutligt omedelbart förbud,2025/053302,"Inspektion - omedelbart förbud 20250903 - degblandare, Tegelbruksvägen 24, Umeå",Avslutat,2025/053302-1,2025-10-27,GIMONÄSBAGERIET I UMEÅ AB,5568147200,GIMONÄSBAGERIET I UMEÅ AB,29316718,,,OTHER_PROHIBITION,SPECIFIC_BUT_AMBIGUOUS,"degblandare, tegelbruksvägen 24, umeå",Stop the prohibited work until the hazard is removed,EQUIPMENT_OR_METHOD,-,MEDIUM,MEDIUM,TIMELY,DOCUMENT_HELPFUL,"Inspektion - omedelbart förbud 20250903 - degblandare, Tegelbruksvägen 24, Umeå",2025-10-27,,,NO
6.1 Bedriva inspektion,6.1-55 Beslut om slutligt omedelbart förbud,2025/067121,"Inspektion - Omedelbart förbud 20251027 - Fallrisk - Lönngatan 58, Malmö",Avslutat,2025/067121-1,2025-10-27,GLASOMERA SVERIGE AB,5567363584,GLASOMERA SVERIGE AB,45033057,,,FALL_RISK_PROHIBITION,SPECIFIC_BUT_AMBIGUOUS,fallrisk,Stop the prohibited work until the hazard is removed,EQUIPMENT_OR_METHOD,Fall protection / scaffolding / lift rental,MEDIUM,MEDIUM,TIMELY,DOCUMENT_HELPFUL,"Inspektion - Omedelbart förbud 20251027 - Fallrisk - Lönngatan 58, Malmö",2025-10-27,,,NO
6.1 Bedriva inspektion,6.1-55 Beslut om slutligt omedelbart förbud,2025/067813,"Inspektion - Omedelbart förbud 20251029 - Fallrisk - Byggarbetsplats Hisingsängen 147, Jönköping",Avslutat,2025/067813-1,2025-10-29,TAKTÄCKARNA I JÖNKÖPING AB,5568517881,TAKTÄCKARNA I JÖNKÖPING AB,51132686,,,FALL_RISK_PROHIBITION,SPECIFIC_BUT_AMBIGUOUS,fallrisk,Stop the prohibited work until the hazard is removed,EQUIPMENT_OR_METHOD,Fall protection / scaffolding / lift rental,MEDIUM,MEDIUM,TIMELY,DOCUMENT_HELPFUL,"Inspektion - Omedelbart förbud 20251029 - Fallrisk - Byggarbetsplats Hisingsängen 147, Jönköping",2025-10-29,,,NO
6.1 Bedriva inspektion,6.1-55 Beslut om slutligt omedelbart förbud,2025/067817,Inspektion - Omedelbart förbud 20251029 - Fallrisk - Saab linköping ugglas gata,Avslutat,2025/067817-1,2025-10-29,FS SANERINGSTEKNIK AB,5593990293,FS SANERINGSTEKNIK AB,69460566,,,FALL_RISK_PROHIBITION,SPECIFIC_BUT_AMBIGUOUS,fallrisk,Stop the prohibited work until the hazard is removed,EQUIPMENT_OR_METHOD,Fall protection / scaffolding / lift rental,MEDIUM,MEDIUM,TIMELY,DOCUMENT_HELPFUL,Inspektion - Omedelbart förbud 20251029 - Fallrisk - Saab linköping ugglas gata,2025-10-29,,,NO
6.1 Bedriva inspektion,6.1-55 Beslut om slutligt omedelbart förbud,2025/067865,"Inspektion - Omedelbart förbud 20251029 - Fallrisk - KOLVÄGEN 8, LESSEBO",Avslutat,2025/067865-1,2025-10-29,LESSEBO BYGGSERVICE AB,5592622210,LESSEBO BYGGSERVICE AB,66255548,,,FALL_RISK_PROHIBITION,SPECIFIC_BUT_AMBIGUOUS,fallrisk,Stop the prohibited work until the hazard is removed,EQUIPMENT_OR_METHOD,Fall protection / scaffolding / lift rental,MEDIUM,MEDIUM,TIMELY,DOCUMENT_HELPFUL,"Inspektion - Omedelbart förbud 20251029 - Fallrisk - KOLVÄGEN 8, LESSEBO",2025-10-29,,,NO
6.1 Bedriva inspektion,6.1-55 Beslut om slutligt omedelbart förbud,2025/067923,Inspektion - Omedelbart förbud 20251029 - Fallrisk - Åbroddsvägen 46,Avslutat,2025/067923-1,2025-10-29,SVENSKA LANDRACING EVENT AB,5591950364,SVENSKA LANDRACING EVENT AB,60679560,,,FALL_RISK_PROHIBITION,SPECIFIC_BUT_AMBIGUOUS,fallrisk,Stop the prohibited work until the hazard is removed,EQUIPMENT_OR_METHOD,Fall protection / scaffolding / lift rental,MEDIUM,MEDIUM,TIMELY,DOCUMENT_HELPFUL,Inspektion - Omedelbart förbud 20251029 - Fallrisk - Åbroddsvägen 46,2025-10-29,,,NO
6.1 Bedriva inspektion,6.1-55 Beslut om slutligt omedelbart förbud,2025/067622,Inspektion inom Myndighetsgemensamma kontroller,Avslutat,2025/067622-1,2025-10-30,AYDEMIR I OSKARSHAMN AB,5593535973,AYDEMIR I OSKARSHAMN AB,68404623,,,PROHIBITION_UNTYPED,GENERIC,,Stop the prohibited work until the hazard is removed,EQUIPMENT_OR_METHOD,-,MEDIUM,MEDIUM,TIMELY,DOCUMENT_HELPFUL,Inspektion inom Myndighetsgemensamma kontroller,2025-10-30,,,NO
6.1 Bedriva inspektion,6.1-55 Beslut om slutligt omedelbart förbud,2025/068166,"Inspektion - Omedelbart förbud 20251030 - Arbetsutrustning - LUNDAVÄGEN 1, JÄRFÄLLA",Avslutat,2025/068166-1,2025-10-30,BJÖRKEBY HEMBAGERI AB,5592842727,BJÖRKEBY HEMBAGERI AB,66781345,,,WORK_EQUIPMENT_PROHIBITION,SPECIFIC_BUT_AMBIGUOUS,arbetsutrustning,Stop the prohibited work until the hazard is removed,EQUIPMENT_OR_METHOD,Machine safety / equipment service,MEDIUM,MEDIUM,TIMELY,DOCUMENT_HELPFUL,"Inspektion - Omedelbart förbud 20251030 - Arbetsutrustning - LUNDAVÄGEN 1, JÄRFÄLLA",2025-10-30,,,NO
